reference_id,species,common_name,sample,Sample name,Collection date,description,Isolation source,aligned_reads,total_reads,preprocessed_reads,SARS2_aligned_reads
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A15,Env_0015,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,8,125479944,121336160,200
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A18,Env_0018,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,206,312835374,311957902,226
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A2,Env_0002,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,149,232292820,231657242,66
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A20,Env_0020,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,4,150618264,150108468,55
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A20,Env_0020,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for viral whole-genome assembly (Env_0020_seq01),West Wine of HSM,0,30658920,30616180,21679162
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A33,Env_0033,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,5131,181288538,180672146,35
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A55,Env_0055,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,73418,251516184,249861634,176
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A61,Env_0061,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,783,449907818,447887988,334
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A63,Env_0063,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,90,231951500,231151638,65
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A87,Env_0087,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1375,234662376,230809844,136
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A88,Env_0088,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,216,198903118,198034280,18
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A90,Env_0090,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,20,264471372,263287766,22
NC_022418.1,Anas poecilorhyncha,spot-billed duck,A96,Env_0096,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,54,373174220,371935598,4
NC_022418.1,Anas poecilorhyncha,spot-billed duck,B17,Env_0138,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,45,213123774,212247246,406
NC_022418.1,Anas poecilorhyncha,spot-billed duck,B5,Env_0126,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,187,229464470,228679552,1460
NC_022418.1,Anas poecilorhyncha,spot-billed duck,B5-P3,Env_0126_seq06,2020-02-29,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,4419724,4387746,4170183
NC_022418.1,Anas poecilorhyncha,spot-billed duck,C12,Env_0842,2020-02-20,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,172668030,172406388,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,C17,Env_0847,2020-02-20,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,115798096,115656494,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,C9,Env_0839,2020-02-20,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,322273836,321771284,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CCDC-454,Env_0873,2020-02-25,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,9,240593678,240397844,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CCDC-744,Env_0893,2020-03-02,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,17,224276396,224133304,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CCDC-746,Env_0895,2020-03-02,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1388,189764532,189578752,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CCDC-758,Env_0907,2020-03-02,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,118189266,118129048,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CCDC-760,Env_0909,2020-03-02,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,248209416,247956500,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CSSQ-1-1,Env_0788,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,414790264,413481668,10
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CSSQ-1-2,Env_0789,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,695008022,692824558,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,CSSQ-1-3,Env_0790,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,10,833323492,830919324,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,D32,Env_0213,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,762,197394836,192567692,326
NC_022418.1,Anas poecilorhyncha,spot-billed duck,E-10-29-2,Env_0856,2020-02-20,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,185353468,185063090,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,E-A-7-1,Env_0858,2020-02-20,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,6,284186514,283909518,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,E48,Env_0262,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,2,327263320,326295968,10
NC_022418.1,Anas poecilorhyncha,spot-billed duck,E61,Env_0275,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM,9,273098290,272484584,57
NC_022418.1,Anas poecilorhyncha,spot-billed duck,E7,Env_0221,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1354,237236566,236110936,126
NC_022418.1,Anas poecilorhyncha,spot-billed duck,EWS-2#-2,Env_0813,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,274010262,273515897,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,EWS-3#-2,Env_0815,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),2,404878491,403146924,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F100,Env_0400,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,260045208,258888672,7202
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F13,Env_0313,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0313_seq02),West Wine of HSM,25,194061202,190734294,420581
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F13-20,Env_0313_seq04,2020-01-20,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,3342164,3202156,598032
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F13-21,Env_0313_seq05,2020-01-21,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,5222964,5015430,1220695
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F46,Env_0346,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,22,371601488,370364410,241
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F54,Env_0354,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomic analysis and viral whole-genome assembly (Env_0354_seq03),West Wine of HSM,11,163866180,162613504,97675
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F54-P3,Env_0354_seq07,2020-02-29,SARS-CoV-2 Amplicon based SARS-CoV-2 whole genome sequencing for cell supernatants,West Wine of HSM,0,3983946,3965120,3800578
NC_022418.1,Anas poecilorhyncha,spot-billed duck,F98,Env_0398,2020-01-01,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,53,401129274,399738564,330
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200001-20200112-1,Env_0516,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,9,116413586,116406869,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200002-20200112-1,Env_0517,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3,231135586,231131774,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200003-20200112-1,Env_0518,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,430,120833173,120801507,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200004-20200112-1,Env_0519,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,74,227313012,227303961,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200005-20200112-1,Env_0520,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2791,115311032,115290866,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200006-20200112-1,Env_0521,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,30,128838556,128816135,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200007-20200112-1,Env_0522,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,785,136838931,136766253,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200008-20200112-1,Env_0523,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,103,152542047,147973376,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200009-20200112-1,Env_0524,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,118,149941267,149933181,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200010-20200112-1,Env_0525,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,149,147884404,141938876,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200011-20200112-1,Env_0526,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,390,191240048,58499377,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200012-20200112-1,Env_0527,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,303,130340061,130288508,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200013-20200112-1,Env_0528,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,56,123280804,108905023,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200014-20200112-1,Env_0529,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,664,107473312,107463832,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200015-20200112-1,Env_0530,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,70,135398878,135394104,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200016-20200112-1,Env_0531,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,407,116470371,116465438,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200017-20200112-1,Env_0532,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,7,107424010,107421631,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200018-20200112-1,Env_0533,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,80,138556572,138553142,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200019-20200112-1,Env_0534,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,453,79774840,69992042,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200020-20200112-1,Env_0535,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,403,105976300,79069690,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200021-20200112-1,Env_0536,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,184,100441005,81668649,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200022-20200112-1,Env_0537,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,41,135591538,123574447,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200023-20200112-1,Env_0538,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,340,128357888,68844779,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200024-20200112-1,Env_0539,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,399,100491175,97913441,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200025-20200112-1,Env_0540,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,249,122867989,122866404,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200026-20200112-1,Env_0541,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,366,117079835,104056584,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200027-20200112-1,Env_0542,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1708,130295351,89627309,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200028-20200112-1,Env_0543,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,683,135722920,77643894,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200029-20200112-1,Env_0544,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,243,93556100,93554718,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200030-20200112-1,Env_0545,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2126,133794408,113506988,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200031-20200112-1,Env_0546,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,10,119825994,103972438,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200032-20200112-1,Env_0547,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,0,140059362,140056192,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200033-20200112-1,Env_0548,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,7,116117847,116115128,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200034-20200112-1,Env_0549,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,12,148630458,148628067,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200035-20200112-1,Env_0550,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,8,114656800,71848972,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200036-20200112-1,Env_0551,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1,229948912,223587184,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200038-20200112-1,Env_0553,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,10,151880283,100630232,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200039-20200112-1,Env_0554,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,2,142286542,122568305,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200040-20200112-1,Env_0555,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,28,148189843,147915888,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200041-20200112-1,Env_0556,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,182,175898966,175895251,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200042-20200112-1,Env_0557,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,6,197873948,189564681,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200043-20200112-1,Env_0558,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,33,183054104,82606767,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200044-20200112-1,Env_0559,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,339,133367538,121186442,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200045-20200112-1,Env_0560,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,129,105882981,105877396,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200046-20200112-1,Env_0561,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,371,121910404,106387561,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200047-20200112-1,Env_0562,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,71,151986733,140712756,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200048-20200112-1,Env_0563,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,344,123232053,123116540,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200049-20200112-1,Env_0564,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,67,123180392,103553042,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200050-20200112-1,Env_0565,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,264,105753979,101361076,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200051-20200112-1,Env_0566,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,217,115961889,115958366,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200052-20200112-1,Env_0567,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,3917,154033234,130886773,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200053-20200112-1,Env_0568,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1861,126620146,126609363,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200054-20200112-1,Env_0569,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1022,160051173,157214277,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200055-20200112-1,Env_0570,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,89,105808973,105805618,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200056-20200112-1,Env_0571,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,784,189379769,167470241,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200057-20200112-1,Env_0572,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,1132,113160785,107015406,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200058-20200112-1,Env_0573,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,75,271738868,271713483,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200059-20200112-1,Env_0574,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,665,254572241,249616207,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200060-20200112-1,Env_0575,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,368,180300472,180296216,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200062-20200112-1,Env_0577,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,56,176977976,176948654,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200063-20200112-1,Env_0578,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,91,122590302,120433017,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200065-20200112-1,Env_0580,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,256,104020347,72963379,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200066-20200112-1,Env_0581,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,61,142862977,141470881,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HJ200067-20200112-1,Env_0582,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,6,77126276,76812627,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HXJC4-1-1,Env_0800,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,10,567994570,566149468,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HXJC4-1-2,Env_0801,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,8,673341028,671144992,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HXJC4-1-3,Env_0802,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,210,775366150,773131732,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,HXJMHL-1-2,Env_0768,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,665975626,663824708,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,JXRJ-1-1,Env_0770,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Sewerage well in the surrounding areas,0,796407136,794058456,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Outside-5,Env_0759,2020-02-09,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,675516290,673521978,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q37,Env_0552,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,111,106545428,90854684,5
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q61,Env_0576,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,16582,213214887,206952411,1
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q64,Env_0579,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,329,120407578,120404558,5
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q68,Env_0583,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,212,110003167,87071974,6
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q69,Env_0584,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,20,106780574,106777962,2
NC_022418.1,Anas poecilorhyncha,spot-billed duck,Q70,Env_0585,2020-01-12,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,36,149217177,145502956,2
NC_022418.1,Anas poecilorhyncha,spot-billed duck,RLC-3,Env_0868,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,36,122857376,122246164,28
NC_022418.1,Anas poecilorhyncha,spot-billed duck,SJ-D,Env_0862,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,14,154250318,153448468,6
NC_022418.1,Anas poecilorhyncha,spot-billed duck,SJ-L3,Env_0865,2020-02-22,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,Warehouses related to west wine of HSM,0,138132244,137479660,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,W-8-25-D1,Env_0806,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,53,286664351,286139338,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,W-8-25-D2,Env_0807,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,22,330943084,330304703,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,W-8-25-L,Env_0808,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,12,288091423,287565064,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,W-8-25-L2,Env_0809,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM,17,311675257,311100451,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-1-1,Env_0742,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),17,393377494,349270056,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-2-1,Env_0746,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),15,355281840,313573470,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-2-3,Env_0748,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),0,148433820,91875592,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-3-1,Env_0749,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,125608240,79724614,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-4-1,Env_0751,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,123131166,77922834,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WS-4-2,Env_0752,2020-02-05,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,East Wine of HSM (Sewers or sewerage wells),0,265570580,265085374,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WWS-1#,Env_0816,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),14,254996099,243737835,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WWS-1#-2,Env_0817,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),167,444626941,433314977,0
NC_022418.1,Anas poecilorhyncha,spot-billed duck,WWS-1#-3,Env_0818,2020-02-15,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,West Wine of HSM (Sewers or sewerage wells),38,330614411,299064257,0
