id,species,common_name
NC_037384.1,Chelodina mccordi,
NC_035491.1,Sphyrna mokarran voucher OC-226,
NC_010091.1,Rhynochetos jubatus,
NC_015366.1,Monotrete cochinchinensis,
NC_015092.1,Petrocephalus soudanensis,
NC_030506.1,Triplophysa stewarti,
NC_053801.1,Arvicanthis somalicus voucher USB_ETH1068,
NC_044717.1,Pseudotolithus elongatus,
NC_060852.1,Phylloscopus collybita isolate FLDO-TT0116,
NC_027649.1,Himantura dalyensis,
NC_069631.1,Terrapene carolina,
NC_029443.1,Crossocheilus langei,
NC_013565.1,Styela plicata,
NC_022698.1,Myotis ikonnikovi,
NC_065749.1,Chionomys roberti voucher 1780,
NC_014873.1,Pseudopungtungia tenuicorpus,
NC_036055.1,Laticauda semifasciata,
NC_042409.1,Psittacula derbiana,
NC_054199.1,Pachytriton granulosus,
NC_066231.1,Parabembras curta,
NC_033536.1,Monticola gularis,
NC_047427.1,Eospalax rufescens voucher TBX-03,
NC_057241.1,Hemigymnus melapterus,
NC_061537.1,Balionycteris maculata voucher MZF1954,
NC_003189.1,Myripristis berndti,
NC_015239.1,Galaxias gollumoides,
NC_036054.1,Laticauda colubrina,
NC_057198.1,Hylarana latouchii voucher LSU20200422001ZL,
NC_059853.1,Locustella pleskei,
NC_008673.1,Homaloptera leonardi,
NC_013603.2,Pseudotrapelus sinaitus,
NC_024102.1,Gymnura poecilura,
NC_027731.1,Arremon aurantiirostris voucher UWBM 106601,
NC_013244.1,Hemiphaga novaeseelandiae,
NC_006331.1,Rhyacotriton variegatus,
NC_012146.1,Viridovipera stejnegeri stejnegeri,
NC_027284.1,Prunella montanella,
NC_037403.1,Sarcocheilichthys davidi,
NC_057666.1,Bovichtus angustifrons,
NC_005313.1,Auxis rochei,
NC_027657.1,Garrulax ocellatus,
NC_020783.1,Lophiogobius ocellicauda,
NC_050740.1,Molva dypterygia voucher ZMUB:21948,
NC_014293.1,Rhinochimaera pacifica,
NC_036719.1,Parexocoetus brachypterus,
NC_070014.1,Eptesicus bottae isolate Ebot_28 Adult Male,
NC_008656.1,Labeo batesii,
NC_021402.1,Protobothrops jerdonii,
NC_013764.1,Raiamas senegalensis,
NC_020694.1,Cephalophus silvicultor isolate SUN,
NC_034808.1,Sorex roboratus,
NC_013871.1,Oneirodes thompsoni,
NC_026303.1,Pomacanthus xanthometopon,
NC_029493.1,Nebrius ferrugineus,
NC_036312.1,Myotis dominicensis,
NC_052785.1,Psophia crepitans,
NC_026706.1,Cynomys ludovicianus,
NC_010979.1,Canthigaster rivulata,
NC_031897.1,Phalcoboenus australis,
NC_037133.1,Diaemus youngi voucher Museum of Southwestern Biology:MSB-56205,
NC_065075.1,Hylomyscus parvus voucher GA0262,
NC_026578.1,Parachaenichthys charcoti,
NC_068691.1,Odorrana hosii voucher 74,
NC_024276.1,Squatina japonica,
NC_017882.1,Chiloscyllium griseum,
NC_021386.1,Chinchilla lanigera,
NC_022429.1,Vampyrum spectrum,
NC_015833.1,Malapterurus electricus,
NC_031553.1,Puntioplites proctozystron,
NC_035141.1,Mastacembelus erythrotaenia,
NC_050160.1,Microphis deocata,
NC_063525.1,Coragyps atratus,
NC_015809.1,Auchenoglanis occidentalis,
NC_027578.1,Eozapus setchuanus,
NC_045408.1,Sphenomorphus indicus voucher HS17088,
NC_066831.1,Leptonycteris yerbabuenae,
NC_026872.1,Acheilognathus barbatus,
NC_051886.1,Myzornis pyrrhoura,
NC_065685.1,Micronycteris hirsuta voucher QCAZ:18237,
NC_053081.1,Tichodroma muraria,
NC_063890.1,Rasbora sarawakensis voucher BIF7683,
NC_005254.2,Etheostoma radiosum,
NC_026545.1,Pygoplites diacanthus,
NC_035063.1,Dussumieria elopsoides,
NC_016667.1,Harengula jaguana,
NC_035594.1,Neotoma mexicana,
NC_022147.1,Enophrys diceraus,
NC_029489.1,Scolopsis vosmeri,
NC_031863.1,Zenaida macroura,
NC_035556.1,Microcebus ravelobensis isolate ANK25,
NC_037141.1,Bathygobius coalitus,
NC_030211.1,Rugosa emeljanovi voucher HRB1506079,
NC_063564.1,Wallago attu,
NC_025297.1,Metahomaloptera omeiensis,
NC_042730.1,Sitta himalayensis,
NC_044448.1,Nothobranchius ocellatus strain Mkongo,
NC_054289.1,Esox niger voucher NEFC F16-005,
NC_015752.1,Ichthyborus sp. NM-2010,
NC_058309.1,Asymblepharus himalayanus,
NC_023830.1,Mesoplodon grayi voucher Mgr159,
NC_025632.1,Triplophysa robusta,
NC_027950.1,Lutjanus peru,
NC_010270.1,Aeoliscus strigatus,
NC_037154.1,Lepidocolaptes angustirostris voucher MPEG_68210,
NC_013873.1,Sladenia gardineri,
NC_020435.1,Pseudohemiculter dispar,
NC_066453.1,Hemidactylus almakhwah isolate CN15140 voucher NMP 76093/2,
NC_008666.1,Barbus trimaculatus,
NC_009584.1,Ilisha africana,
NC_053053.1,Toxostoma redivivum,
NC_064174.1,Mico humeralifer isolate TAP211 voucher INPA:7421,
NC_071217.1,Zoarces gillii,
NC_008546.1,Dryocopus pileatus,
NC_021600.1,Glaridoglanis andersonii,
NC_023224.1,Cynoglossus sinicus,
NC_034983.1,Odorrana wuchuanensis,
NC_045387.1,Siva cyanouroptera,
NC_046764.1,Calidris tenuirostris,
NC_015828.1,Myotis formosus,
NC_002765.1,Nycticebus coucang,
NC_024938.1,Brycon orbignyanus,
NC_029383.1,Larus vegae,
NC_023116.1,Potamotrygon motoro,
NC_063111.1,Xenolumpenus longipterus,
NC_010223.1,Deinagkistrodon acutus,
NC_026125.1,Stercorarius maccormicki,
NC_050018.1,Sciurus granatensis voucher AMNH71613,
NC_004575.1,Coturnix chinensis,
NC_053962.1,Tapirus terrestris,
NC_024604.1,Suncus murinus,
NC_005931.1,Strigops habroptilus,
NC_046902.1,Cynopterus sphinx isolate CKM35,
NC_013753.1,Moschus moschiferus,
NC_028403.1,Garra qiaojiensis,
NC_037469.1,Occidentarius platypogon,
NC_024673.1,Henicorhina leucosticta,
NC_035558.1,Microcebus griseorufus isolate BEZ7.11,
NC_020712.1,Hippotragus equinus isolate B8-6,
NC_025337.1,Sillago asiatica,
NC_028288.1,Eucyclogobius newberryi voucher LodgeLab Enewberryi_1,
NC_053961.1,Cryptoprocta ferox,
NC_053960.1,Eupleres goudotii,
NC_034336.1,Bedotia geayi,
NC_052835.1,Oligodon chinensis,
NC_025318.1,Tetrastes sewerzowi voucher 7783,
NC_039591.1,Paradoxurus hermaphroditus,
NC_034727.1,Lepilemur septentrionalis isolate FARY5.1,
NC_043853.1,Nematalosa erebi voucher TM1,
NC_051514.1,Stenocephalemys albipes voucher JCU_ETH0004,
NC_056956.1,Cyprinodon bovinus isolate SNARRC18-131,
NC_066991.1,Hemigrammus armstrongi,
NC_067055.1,Takydromus sylvaticus voucher LSU20210628JLS001,
NC_006332.1,Pseudotriton ruber,
NC_063114.1,Chilabothrus argentum voucher Arg3,
NC_066473.1,Tropidophorus hainanus,
NC_030597.1,Sargocentron spiniferum,
NC_006387.1,Carassius auratus x Cyprinus carpio x Carassius cuvieri,
NC_008133.1,Phascolarctos cinereus,
NC_008654.1,Barbus barbus,
NC_020734.1,Pelea capreolus isolate South,
NC_012816.1,Thermophis zhaoermii,
NC_005276.1,Inia geoffrensis,
NC_027605.1,Elaphe schrenckii voucher HRB14061802,
NC_035982.1,Atrobucca nibe isolate WL2017041201,
NC_049881.1,Galeus melastomus isolate DM438,
NC_051534.1,Sternoptyx diaphana,
NC_067733.1,Atherinopsis californiensis,
NC_008777.1,Furcifer oustaleti,
NC_024068.1,Jacana spinosa voucher STRI:BC3332,
NC_026535.1,Pterophyllum scalare,
NC_036314.1,Myotis keaysi,
NC_044445.1,Nothobranchius kuhntae strain MZCS528,
NC_028275.1,Alosa alabamae voucher LodgeLab Aalabamae_1,
NC_045401.1,Fulvetta ruficapilla,
NC_056114.1,Terapon theraps,
NC_057232.1,Ctenochaetus tominiensis,
NC_023951.1,Rhinobatos schlegelii,
NC_059773.1,Acanthodactylus erythrurus voucher UJ-Lac-04,
NC_060619.1,Pomatoschistus minutus voucher NRM:NRM69326,
NC_025597.1,Carpodacus erythrinus,
NC_029329.1,Crocidura lasiura,
NC_036041.1,Potamotrygon magdalenae,
NC_065083.1,Praomys jacksoni voucher KE291,
NC_045181.1,Muscicapa griseisticta,
NC_045517.1,Aethia cristatella voucher IN4608,
NC_004696.1,Lefua echigonia,
NC_021134.1,Cephalopholis boenak voucher CB20120821A,
NC_033407.1,Sardinella longiceps,
NC_039819.1,Thryssa vitrirostris,
NC_040956.1,Rhagologus leucostigma,
NC_002761.2,Conger myriaster,
NC_007697.1,Testudo horsfieldii,
NC_038171.1,Anomalurus beecrofti,
NC_042823.1,Phodopus sungorus voucher XWZ24,
NC_050992.1,Tupaia tana isolate BOR010,
NC_015355.1,Tetraodon palembangensis,
NC_005825.1,Thylamys elegans,
NC_024866.1,Regulus calendula voucher MMNH FKB243,
NC_030184.1,Laonastes aenigmamus isolate LSP_S01,
NC_045932.1,Sineleotris chalmersi,
NC_030760.1,Bothrops jararaca isolate BJARMito01,
NC_054153.1,Psittacula cyanocephala,
NC_067553.1,Narcine timlei,
NC_053093.1,Oreocharis arfaki,
NC_025671.1,Andinoacara rivulatus,
NC_060686.1,Parupeneus indicus isolate GOU100526,
NC_012773.1,Varecia variegata variegata,
NC_024634.1,Ladislavia taczanowskii,
NC_035658.1,Megaceryle lugubris,
NC_036331.1,Tadarida latouchei voucher ROM MAM 118321,
NC_047227.1,Favonigobius gymnauchen,
NC_024104.1,Botrylloides giganteum,
NC_044461.1,Aphyosemion cameronense,
NC_051032.1,Thryothorus ludovicianus,
NC_006517.1,Sminthopsis douglasi,
NC_025580.1,Accipiter nisus,
NC_057531.1,Hoplias malabaricus voucher LAGENPE_11105,
NC_036731.1,Lenothrix canus voucher BOR036,
NC_018060.1,Rhinopithecus bieti 2 RL-2012,
NC_022140.1,Triso dermopterus,
NC_029149.1,Hampala macrolepidota,
NC_044433.1,Aplocheilus lineatus,
NC_004374.1,Bassozetus zenkevitchi,
NC_013611.1,Derichthys serpentinus,
NC_024566.1,Tanakia lanceolata,
NC_030174.1,Arctotherium sp.,
NC_051538.1,Carpodacus pulcherrimus,
NC_063885.1,Rasbora maninjau voucher BIF6674,
NC_013142.1,Kuhlia mugil,
NC_029482.1,Campylorhynchus brunneicapillus voucher CBRUN20150809,
NC_034778.1,Schistura fasciolata,
NC_046910.1,Epomops buettikoferi isolate G09X3,
NC_010968.1,Oplegnathus fasciatus,
NC_020461.1,Ammodytes hexapterus,
NC_023963.1,Cercopithecus diana,
NC_013759.1,Pseudogobio esocinus,
NC_043917.1,Scolopsis ciliata,
NC_053082.1,Prunella himalayana,
NC_059928.1,Microtus montebelli voucher HUA1900522,
NC_060350.1,Cephalopholis miniata,
NC_029488.1,Uraspis secunda,
NC_041244.1,Gasterosteus aculeatus,
NC_054210.1,Nesotrochis steganinos voucher UF431763,
NC_057200.1,Ophiocara porocephala isolate IFW02,
NC_056396.1,Etheostoma blennioides isolate F18-062,
NC_008137.1,Phalanger vestitus,
NC_008217.1,Presbytis melalophos,
NC_011391.1,Daboia russellii,
NC_004021.1,Ranodon sibiricus,
NC_020733.1,Ourebia ourebi isolate South,
NC_020649.1,Hynobius yiwuensis voucher CIB-XM2843,
NC_012979.1,Oryzias luzonensis,
NC_011946.1,Balistapus undulatus,
NC_021453.1,Pseudopentaceros wheeleri,
NC_029352.1,Plestiodon chinensis,
NC_033945.1,Richardsonius balteatus,
NC_020665.1,Notochelys platynota,
NC_053968.1,Genetta genetta,
NC_036674.1,Glossogobius giuris,
NC_044881.1,Xenopus vestitus isolate R7954_RT2,
NC_058283.1,Yunnanilus nigromaculatus,
NC_003177.1,Stephanolepis cirrhifer,
NC_024858.1,Cheilodactylus zonatus,
NC_025932.1,Macropodus opercularis,
NC_025783.1,Uroplatus ebenaui isolate Uebe3,
NC_044083.1,Poicephalus senegalus,
NC_056366.1,Leptodactylus fallax,
NC_051026.1,Formicarius rufipectus,
NC_057285.1,Prionurus laticlavius voucher LSUMZ:Ichthyology:6789,
NC_020690.1,Cephalophus natalensis isolate SUN,
NC_035494.1,Eurycea cirrigera,
NC_056341.1,Cercopithecus neglectus,
NC_044453.1,Archiaphyosemion guineense voucher AMNH-I-260487,
NC_003162.1,Saurida undosquamis,
NC_023461.1,Microphysogobio tafangensis,
NC_008110.1,Notropis stramineus,
NC_010771.1,Syrmaticus ellioti,
NC_015102.1,Micromesistius poutassou,
NC_002197.1,Ciconia ciconia,
NC_020142.1,Oscaecilia ochrocephala,
NC_020633.1,Rupicapra rupicapra,
NC_027230.1,Eopsaltria georgiana voucher B31892,
NC_015749.1,Clarias sp. NM-2010,
NC_037505.1,Pagellus acarne,
NC_052802.1,Trogon melanurus,
NC_052778.1,Penelope pileata,
NC_057669.1,Gymnodraco acuticeps,
NC_063881.1,Rasbora kalbarensis voucher BIF5650,
NC_009064.1,Abudefduf vaigiensis,
NC_009854.1,Spicara maena,
NC_028574.1,Tamandua mexicana voucher MVZ_192699,
NC_012100.1,Giraffa camelopardalis angolensis,
NC_015243.1,Microtus fortis calamorum,
NC_030049.1,Microhyla butleri isolate CIbSZ20150408,
NC_056332.1,Parascaptor leucura,
NC_059781.1,Acanthodactylus guineensis voucher ZFMK59511,
NC_065812.1,Chaetodon auriga,
NC_008650.1,Aphyocypris chinensis,
NC_068741.1,Rallus indicus,
NC_024427.1,Leptobrachium boringii voucher SCUM120630,
NC_026453.1,Holacanthus clarionensis,
NC_056389.1,Dicrurus macrocercus,
NC_008126.1,Diretmoides veriginae,
NC_018099.1,Gobiocypris rarus,
NC_021469.1,Ascidiella aspersa complete,
NC_023225.1,Zebrias quagga,
NC_030259.1,Datnioides undecimradiatus,
NC_018054.1,Stiphodon alcedo,
NC_025746.1,Akodon montensis,
NC_027160.1,Odontobutis yaluensis,
NC_018535.1,Eospalax rothschildi,
NC_032376.1,Tamias umbrinus isolate DZTM.563 voucher DMNS:Mamm:11625,
NC_015984.2,Lepomis macrochirus,
NC_031625.1,Osteochilus pentalineatus,
NC_025922.1,Butorides striata,
NC_046901.1,Casinycteris ophiodon voucher ZMB-5001,
NC_050876.1,Hyphessobrycon herbertaxelrodi,
NC_062466.1,Diglossa brunneiventris voucher MSB_31824,
NC_063495.1,Forcipiger flavissimus,
NC_011938.1,Odonus niger,
NC_021644.1,Onychostoma barbatulum,
NC_044480.1,Pyxicephalus adspersus,
NC_061951.1,Xenochrophis piscator voucher CFSLK_IM_XP512567,
NC_009871.1,Heniochus diphreutes,
NC_015305.1,Rana ishikawae,
NC_016706.1,Escualosa thoracata,
NC_063526.1,Cathartes burrovianus,
NC_037713.1,Paramesotriton deloustali voucher CAU1507046,
NC_002078.1,Orycteropus afer,
NC_003169.1,Coelorinchus kishinouyei,
NC_012055.1,Pseudolabrus eoethinus,
NC_031610.1,Puntigrus partipentazona,
NC_042736.1,Megalonyx jeffersonii voucher PMA P98.6.28,
NC_048521.1,Scincella modesta,
NC_056698.1,Fundulus zebrinus isolate SNARRC18-116,
NC_044437.1,Scriptaphyosemion schmitti strain Juarzon,
NC_063500.1,Saurida nebulosa,
NC_009510.1,Ammotragus lervia,
NC_015340.1,Lagocephalus sceleratus,
NC_023969.1,Aix galericulata,
NC_013609.1,Cyema atrum,
NC_042247.1,Rheodytes leukops isolate Rhleu_239,
NC_063870.1,Rasbora beauforti voucher LR11664,
NC_031612.1,Cosmochilus harmandi,
NC_020347.1,Amoya chusanensis,
NC_045382.1,Stichaeus grigorjewi isolate SG17-7,
NC_046749.1,Clarias macrocephalus isolate CM001,
NC_063493.1,Gymnothorax fimbriatus,
NC_035816.1,Callosciurus prevostii isolate 8,
NC_022475.1,Sarcocheilichthys sinensis,
NC_041124.1,Sphenomorphus incognitus,
NC_053923.1,Limosa haemastica,
NC_011017.1,Bathytroctes microlepis,
NC_023448.1,Peltorhamphus novaezeelandiae,
NC_036492.1,Phrynosoma blainvillii voucher MVZ:Herp:283805,
NC_062886.1,Naso hexacanthus,
NC_051018.1,Irena cyanogastra,
NC_026889.1,Erilepis zonifer voucher UW:153249,
NC_037606.1,Anarhichas denticulatus isolate BS02,
NC_053799.1,Lemniscomys rosalia voucher USB_MOZ004,
NC_006344.1,Phaeognathus hubrichti,
NC_029831.1,Hemiculter bleekeri,
NC_049116.1,Otomys irroratus voucher MNHNVV2001125,
NC_068676.1,Noturus leptacanthus isolate NEFC_F17-137,
NC_062143.1,Eremias szczerbaki voucher Guo4722,
NC_020664.1,Martes pennanti isolate MP41,
NC_045044.1,Rousettus amplexicaudatus voucher MRMD 2101,
NC_052806.1,Corythaixoides concolor,
NC_029710.1,Polynemus dubius,
NC_007696.1,Indotestudo forstenii,
NC_023824.1,Nematalosa nasus,
NC_011380.1,Fundulus olivaceus,
NC_015551.1,Macrochirichthys macrochirus,
NC_006304.1,Scolecomorphus vittatus,
NC_061926.1,Pipa myersi,
NC_007400.1,Acrochordus granulatus,
NC_034344.1,Acanthaphritis unoorum,
NC_053102.1,Atrichornis clamosus,
NC_033547.1,Andinoacara pulcher,
NC_026029.1,Ara glaucogularis,
NC_031165.1,Monacoa grimaldii,
NC_056988.1,Maxomys ochraceiventer voucher BOR042,
NC_060760.1,Selar boops voucher MABIK_0016935,
NC_063692.1,Fundulus lima,
NC_056400.1,Percina macrocephala isolate F18-079,
NC_009591.1,Pellonula leonensis,
NC_021966.1,Saimiri boliviensis,
NC_027193.1,Chaenogobius gulosus,
NC_028072.1,Hypoptopoma incognitum,
NC_008225.1,Ventrifossa garmani,
NC_003193.1,Mastacembelus favus,
NC_020724.1,Nanger dama isolate CYTO,
NC_023838.1,Tapirus indicus isolate Ti-10,
NC_023381.1,Hyperolius marmoratus,
NC_039136.1,Aldrovandia oleosa,
NC_069558.1,Batagur kachuga,
NC_028562.1,Chaetophractus villosus voucher ISEM_T-NP390,
NC_035749.1,Rasbora argyrotaenia isolate sbr4 voucher UB.1.122.4,
NC_025613.1,Haemorhous cassinii,
NC_002980.1,Oncorhynchus tshawytscha,
NC_060625.1,Megophrys sp. HW-2022,
NC_024110.1,Pristiophorus japonicus,
NC_025638.1,Ponticola kessleri,
NC_036227.1,Gobiomorus maculatus voucher stri-7077,
NC_050013.1,Sciurus colliaei voucher USNM96230,
NC_064339.1,Diplodus cervinus voucher SZN-OST-0003,
NC_013975.1,Hypsiglena jani texana,
NC_030367.1,Lophonectes gallus,
NC_022732.1,Hexanchus griseus,
NC_033962.1,Epalzeorhynchos frenatus voucher CBM:ZF 11329,
NC_011304.1,Rhinolophus formosae,
NC_046407.1,Liparis tessellatus,
NC_063898.1,Trigonopoma gracile voucher BIF7668,
NC_037014.1,Notropis hudsonius isolate NEFC F16-614,
NC_046916.1,Megaloglossus azagnyi isolate G0970,
NC_013630.1,Paraconger notialis,
NC_024836.1,Saurida umeyoshii,
NC_029410.1,Hyla ussuriensis voucher HRB1506014,
NC_031347.1,Pinguinus impennis,
NC_059712.1,Cacatua goffiniana,
NC_023539.1,Liachirus melanospilos,
NC_023527.1,Mustelus griseus,
NC_004416.1,Sufflamen fraenatum,
NC_027452.1,Rhacophorus dennysi,
NC_035815.1,Callosciurus notatus isolate 3,
NC_013880.1,Cryptopsaras couesii,
NC_015112.1,Heterocephalus glaber,
NC_050164.1,Sphyraena pinguis,
NC_013613.1,Anarchias sp. Ansp,
NC_026095.1,Indri indri isolate TANDRA4.18,
NC_028408.1,Gallicrex cinerea,
NC_029876.1,Dactylomys dactylinus voucher UFES:UFROM-339,
NC_016191.1,Rhinolophus ferrumequinum korai,
NC_020570.1,Balearica pavonina,
NC_001778.1,Polypterus ornatipinnis,
NC_053068.1,Chloropsis cyanopogon,
NC_012833.1,Trionyx triunguis,
NC_005933.1,Anseranas semipalmata,
NC_028436.1,Paradoxornis fulvifrons voucher PFUL20150817V2,
NC_030368.1,Emberiza elegans,
NC_031630.1,Devario devario,
NC_038163.1,Zenkerella insignis,
NC_046903.1,Eidolon helvum isolate 1535,
NC_046949.1,Cavia aperea,
NC_067878.1,Garra yajiangensis,
NC_013144.1,Psenes cyanophrys,
NC_026088.1,Megaladapis edwardsi,
NC_020044.1,Kaloula borealis,
NC_042753.1,Nothrotheriops shastensis voucher RC L12 #1,
NC_023515.1,Microcaecilia unicolor,
NC_059775.1,Acanthodactylus aureus voucher UJ-Lac-51,
NC_027977.1,Plecotus macrobullaris voucher Al01,
NC_066454.1,Hemidactylus farasani isolate CN15571 voucher NMP 76104/2,
NC_066800.1,Haliastur indus,
NC_051012.1,Campylorhamphus procurvoides,
NC_002672.1,Dinornis giganteus,
NC_013885.1,Gigantactis vanhoeffeni,
NC_060306.1,Rana dabieshanensis,
NC_013577.1,Bajacalifornia megalops,
NC_027171.1,Scortum barcoo,
NC_028048.1,Cyclophiops major,
NC_053975.1,Poecilogale albinucha,
NC_065150.1,Cheilinus trilobatus,
NC_002793.1,Iguana iguana,
NC_028195.1,Gorsachius melanolophus voucher T-10358,
NC_011029.1,Ochotona curzoniae,
NC_046010.1,Darevskia portschinskii,
NC_014292.1,Harriotta raleighana,
NC_007887.1,Ranzania laevis,
NC_008830.1,Phacochoerus africanus,
NC_025514.1,Vanellus cinereus,
NC_004591.1,Lipolagus ochotensis,
NC_016428.1,Apodemus agrarius,
NC_010268.1,Aulorhynchus flavidus,
NC_011178.1,Iso hawaiiensis,
NC_015546.1,Microdevario nana,
NC_023952.1,Rexea solandri,
NC_061027.1,Psammophis lineolatus voucher GXG311,
NC_063102.1,Homatula wenshanensis,
NC_061031.1,Yunnanilus bailianensis,
NC_006333.1,Batrachoseps wrightorum,
NC_010767.1,Syrmaticus soemmerringi ijimae,
NC_039138.1,Gymnothorax niphostigmus,
NC_009874.1,Zebrasoma flavescens,
NC_020644.1,Melogale moschata voucher YP6128,
NC_030182.1,Protobothrops tokarensis isolate PTKO016,
NC_050399.1,Saurogobio xiangjiangensis,
NC_054268.1,Gracilinanus agilis,
NC_063884.1,Rasbora laticlavia voucher BIF9361,
NC_065493.1,Hippocampus subelongatus,
NC_029760.1,Onychomys leucogaster,
NC_003321.1,Tachyglossus aculeatus,
NC_022465.1,Spinibarbus sinensis,
NC_053813.1,Thamnomys kempi voucher FMNH_157799,
NC_057268.1,Dopasia hainanensis voucher CB2018037,
NC_002521.1,Tupaia belangeri,
NC_053878.1,Hyphessobrycon megalopterus,
NC_065811.1,Chaetodon nippon,
NC_026122.1,Devario laoensis voucher HTU20060912058,
NC_032375.1,Tamias striatus isolate Tstri.#2,
NC_052818.1,Nothocercus julius,
NC_011010.1,Sagamichthys abei,
NC_022854.1,Misgurnus bipartitus,
NC_062698.1,Kasatkia memorabilis,
NC_032725.1,Terpsiphone atrocaudata,
NC_033497.1,Ambassis gymnocephalus,
NC_053086.1,Orthonyx spaldingii,
NC_003172.1,Poromitra oscitans,
NC_060485.1,Uropsilus investigator,
NC_006284.1,Amphisbaena schmidti,
NC_023380.1,Hemisus marmoratus,
NC_053958.1,Galidia elegans,
NC_028285.1,Sander vitreus voucher LodgeLab Svitreus_1,
NC_046831.1,Crocidura tanakae,
NC_021001.1,Pseudohynobius shuichengensis voucher CIB-XM2855,
NC_004415.1,Eleotris acanthopoma,
NC_013360.1,Lagocephalus lunaris,
NC_029237.1,Paracanthurus hepatus,
NC_021951.1,Lagothrix lagotricha,
NC_024026.1,Trachinotus blochii,
NC_026793.1,Sylviparus modestus voucher IZCAS:IOZ8837,
NC_022446.1,Crossorhombus azureus,
NC_045523.1,Lycenchelys muraena ZMUB:21924,
NC_049866.1,Alopias vulpinus isolate DM518,
NC_053079.1,Urocynchramus pylzowi,
NC_014270.1,Lethenteron reissneri,
NC_001779.1,Rhinoceros unicornis,
NC_002574.1,Sigmops gracilis,
NC_029343.1,Pictichromis paccagnellae,
NC_048879.1,Iphisa elegans voucher IPHFG,
NC_008136.1,Lagorchestes hirsutus,
NC_001645.1,Gorilla gorilla,
NC_015807.1,Nycticorax nycticorax,
NC_022426.1,Rhinophylla pumilio,
NC_027255.1,Gnathopogon imberbis,
NC_003168.1,Percopsis transmontana,
NC_009775.1,Asymmetron sp. A TK-2007,
NC_006688.1,Alytes obstetricans pertinax,
NC_007230.1,Plesiobatis daviesi,
NC_018064.1,Acentrogobius pflaumii,
NC_028427.1,Lycaon pictus,
NC_033386.1,Eleginops maclovinus strain R013,
NC_020737.1,Potamochoerus porcus isolate GLC18,
NC_052810.1,Brachypteracias leptosomus,
NC_024921.1,Heteromycteris japonicus,
NC_009054.1,Labracinus cyclophthalmus,
NC_021390.1,Scomberomorus munroi strain SPOTTY-09SPM0056,
NC_033351.1,Gnathopogon nicholsi,
NC_053111.1,Lepidothrix coronata,
NC_059907.1,Sinosuthora conspicillata,
NC_006335.1,Plethodon elongatus,
NC_031586.1,Sikukia gudgeri,
NC_057273.1,Paralichthys adspersus,
NC_015531.1,Rasbora vaterifloris,
NC_018770.1,Trachidermus fasciatus,
NC_022690.1,Rhodeus shitaiensis,
NC_029157.1,Hemisalanx brachyrostralis,
NC_034984.1,Odorrana hainanensis,
NC_066456.1,Hemidactylus ulii isolate JS47 voucher NMP 74833/2,
NC_010229.1,Sylvia crassirostris,
NC_015796.1,Triturus pygmaeus,
NC_011177.1,Paretroplus maculatus,
NC_037140.1,Eleotris fusca,
NC_063711.1,Acanthogobius flavimanus,
NC_021106.1,Salamandrella tridactyla isolate SS77,
NC_021606.1,Bagarius yarrelli,
NC_027655.1,Lanius isabellinus,
NC_028312.1,Prionailurus planiceps isolate IPL,
NC_037470.1,Bagre panamensis,
NC_046925.1,Plerotes anchietae voucher MNHN-ZM-2011-860,
NC_015805.1,Citharinus congicus,
NC_025926.1,Pyrrhocorax pyrrhocorax,
NC_053076.1,Anthoscopus minutus,
NC_020657.1,Proechimys longicaudatus,
NC_051014.1,Regulus satrapa,
NC_013182.1,Microcanthus strigatus,
NC_020784.1,Epinephelus latifasciatus,
NC_027968.1,Centropyge heraldi voucher 365,
NC_033391.1,Eugnathogobius oligactis,
NC_025565.1,Megalaspis cordyla,
NC_013140.1,Scorpis lineolata,
NC_034933.1,Cypseloides fumigatus isolate LGEMA 11411,
NC_037993.1,Moschiola indica,
NC_021119.1,Murina ussuriensis,
NC_030071.1,Callosciurus adamsi voucher NZP95322,
NC_039822.1,Carinotetraodon travancoricus,
NC_016055.1,Neodon irene,
NC_006327.1,Aneides flavipunctatus,
NC_020653.1,Polypterus retropinnis voucher NTNU LSP110,
NC_032058.1,Zosterops abyssinicus,
NC_038176.1,Microtus arvalis voucher 15-006,
NC_052796.1,Rhinopomastus cyanomelas,
NC_026989.1,Synanceia verrucosa,
NC_012836.1,Chalarodon madagascariensis,
NC_017876.1,Agonostomus monticola,
NC_037072.1,Styela clava,
NC_053710.1,Certhia himalayana,
NC_010971.1,Typhlops reticulatus,
NC_014179.1,Leiolepis guttata,
NC_021460.1,Psenopsis anomala,
NC_025942.1,Atlantoraja castelnaui voucher INIDEP-T 0406,
NC_063895.1,Rasbora tuberculata voucher BIF7642,
NC_009948.1,Stylephorus chordatus,
NC_019572.1,Perca flavescens,
NC_028555.1,Bradypus torquatus voucher BA449/11,
NC_063781.1,Corydoras paleatus,
NC_019998.1,Heleophryne regis,
NC_022187.1,Saurogobio dumerili,
NC_020032.1,Psettodes erumei,
NC_005837.1,Masturus lanceolatus,
NC_024436.1,Gadopsis marmoratus complete,
NC_067864.1,Neoepinnula orientalis voucher H6574-10,
NC_006288.1,Bipes canaliculatus,
NC_013183.1,Scophthalmus maximus,
NC_056342.1,Diploderma micangshanensis,
NC_012887.1,Clavelina lepadiformis,
NC_011007.1,Maulisia mauli,
NC_016194.1,Oxuderces dentatus,
NC_026188.1,Phoebastria nigripes,
NC_002503.2,Physeter catodon,
