Sample name,Sample title,Public description,Collection date,Run accession,BioSample accession,fastqs,Isolation source,Experiment accession,Experiment title,Platform,Library Construction / Experimental Design,Strategy,Source,Selection,Layout,Read length for mate1(bp),Read length for mate 2(bp),download_urls,md5_checksums
Env_0518,HJ200003-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710938,SAMC1153021,['CRR710938.fq.gz'],West Wine of HSM,CRX637134,Env_0518,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710938/CRR710938.fq.gz'],['6acbc3cdef832feb94c4d6119adb12a3']
Env_0519,HJ200004-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710939,SAMC1153022,['CRR710939.fq.gz'],West Wine of HSM,CRX637135,Env_0519,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710939/CRR710939.fq.gz'],['41003b424fdb2a023084089422f45c51']
Env_0520,HJ200005-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710940,SAMC1153023,['CRR710940.fq.gz'],West Wine of HSM,CRX637136,Env_0520,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710940/CRR710940.fq.gz'],['00fe7df5b0867a24f735d254aefe182c']
Env_0521,HJ200006-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710941,SAMC1153024,['CRR710941.fq.gz'],West Wine of HSM,CRX637137,Env_0521,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710941/CRR710941.fq.gz'],['ed2c3ddadb83372fa59edcfdd95cf1ae']
Env_0522,HJ200007-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710942,SAMC1153025,['CRR710942.fq.gz'],West Wine of HSM,CRX637138,Env_0522,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710942/CRR710942.fq.gz'],['2edddbeacdc424a0f643eb1577e48c1e']
Env_0523,HJ200008-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710943,SAMC1153026,['CRR710943.fq.gz'],West Wine of HSM,CRX637139,Env_0523,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710943/CRR710943.fq.gz'],['27dfe7ddd63631f4a79fc70b424a2d0e']
Env_0524,HJ200009-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710944,SAMC1153027,['CRR710944.fq.gz'],West Wine of HSM,CRX637140,Env_0524,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710944/CRR710944.fq.gz'],['20c831f59078c9c63aeaf3661fc18ada']
Env_0525,HJ200010-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710945,SAMC1153028,['CRR710945.fq.gz'],West Wine of HSM,CRX637141,Env_0525,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710945/CRR710945.fq.gz'],['3f28d6661e17cb87235d6b0cdbce1d0a']
Env_0526,HJ200011-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710946,SAMC1153029,['CRR710946.fq.gz'],West Wine of HSM,CRX637142,Env_0526,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710946/CRR710946.fq.gz'],['3e8b627106d413daf803c2e232a6c244']
Env_0527,HJ200012-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710947,SAMC1153030,['CRR710947.fq.gz'],West Wine of HSM,CRX637143,Env_0527,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710947/CRR710947.fq.gz'],['4edde3052f85fcc9f17badab04129aa2']
Env_0528,HJ200013-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710948,SAMC1153031,['CRR710948.fq.gz'],West Wine of HSM,CRX637144,Env_0528,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710948/CRR710948.fq.gz'],['3a1d85880aab77bdca1643aa504343a4']
Env_0529,HJ200014-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710949,SAMC1153032,['CRR710949.fq.gz'],West Wine of HSM,CRX637145,Env_0529,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710949/CRR710949.fq.gz'],['2d877b910fcbad13e45690a68ff765c7']
Env_0530,HJ200015-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710950,SAMC1153033,['CRR710950.fq.gz'],West Wine of HSM,CRX637146,Env_0530,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710950/CRR710950.fq.gz'],['339086f13466ab7af5068097f3b01571']
Env_0531,HJ200016-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710951,SAMC1153034,['CRR710951.fq.gz'],West Wine of HSM,CRX637147,Env_0531,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710951/CRR710951.fq.gz'],['15dea83fc00cbc844adca9f0f9077757']
Env_0532,HJ200017-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710952,SAMC1153035,['CRR710952.fq.gz'],West Wine of HSM,CRX637148,Env_0532,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710952/CRR710952.fq.gz'],['5703a03a366564fe276413b1168e577a']
Env_0533,HJ200018-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710953,SAMC1153036,['CRR710953.fq.gz'],West Wine of HSM,CRX637149,Env_0533,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710953/CRR710953.fq.gz'],['13614e19737c86c26f3d1c65c47d7194']
Env_0534,HJ200019-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710954,SAMC1153037,['CRR710954.fq.gz'],West Wine of HSM,CRX637150,Env_0534,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710954/CRR710954.fq.gz'],['c739cf914de352f9ca98c7914c39479a']
Env_0535,HJ200020-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710955,SAMC1153038,['CRR710955.fq.gz'],West Wine of HSM,CRX637151,Env_0535,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710955/CRR710955.fq.gz'],['57e61ecce98c1b76949880f4c430b4a6']
Env_0536,HJ200021-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710956,SAMC1153039,['CRR710956.fq.gz'],West Wine of HSM,CRX637152,Env_0536,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710956/CRR710956.fq.gz'],['f5665994d5286dd46cca1126edc6c467']
Env_0537,HJ200022-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710957,SAMC1153040,['CRR710957.fq.gz'],West Wine of HSM,CRX637153,Env_0537,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710957/CRR710957.fq.gz'],['c1c781ab89822b56a1513809de645d0f']
Env_0538,HJ200023-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710958,SAMC1153041,['CRR710958.fq.gz'],West Wine of HSM,CRX637154,Env_0538,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710958/CRR710958.fq.gz'],['75b4a891d680270e6c6032fbc29bc17f']
Env_0539,HJ200024-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710959,SAMC1153042,['CRR710959.fq.gz'],West Wine of HSM,CRX637155,Env_0539,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710959/CRR710959.fq.gz'],['30c5addc5254f878353f43da0351a8a8']
Env_0540,HJ200025-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710960,SAMC1153043,['CRR710960.fq.gz'],West Wine of HSM,CRX637156,Env_0540,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710960/CRR710960.fq.gz'],['81ef7fc9ce3adbb4f1d6704d7bd33eea']
Env_0541,HJ200026-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710961,SAMC1153044,['CRR710961.fq.gz'],West Wine of HSM,CRX637157,Env_0541,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710961/CRR710961.fq.gz'],['cc5555916df9dfad3eb67a079c76f0d6']
Env_0542,HJ200027-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710962,SAMC1153045,['CRR710962.fq.gz'],West Wine of HSM,CRX637158,Env_0542,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710962/CRR710962.fq.gz'],['5939cc5b2e258ffef9b17becd958c554']
Env_0543,HJ200028-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710963,SAMC1153046,['CRR710963.fq.gz'],West Wine of HSM,CRX637159,Env_0543,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710963/CRR710963.fq.gz'],['337a6700d430edf0f331356a94de865a']
Env_0544,HJ200029-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710964,SAMC1153047,['CRR710964.fq.gz'],West Wine of HSM,CRX637160,Env_0544,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710964/CRR710964.fq.gz'],['2df8b561df1e1a6506081b092777e3eb']
Env_0545,HJ200030-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710965,SAMC1153048,['CRR710965.fq.gz'],West Wine of HSM,CRX637161,Env_0545,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710965/CRR710965.fq.gz'],['481c3ce451f5fba87eee40ab6b2177bd']
Env_0546,HJ200031-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710966,SAMC1153049,['CRR710966.fq.gz'],West Wine of HSM,CRX637162,Env_0546,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710966/CRR710966.fq.gz'],['01f73febdcf23afce79fc730782d9508']
Env_0547,HJ200032-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710967,SAMC1153050,['CRR710967.fq.gz'],West Wine of HSM,CRX637163,Env_0547,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710967/CRR710967.fq.gz'],['4da37aebdba95702c13d9fed6a05c761']
Env_0548,HJ200033-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710968,SAMC1153051,['CRR710968.fq.gz'],West Wine of HSM,CRX637164,Env_0548,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710968/CRR710968.fq.gz'],['682dae53f2cc015e607fb2fce3e9f125']
Env_0549,HJ200034-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710969,SAMC1153052,['CRR710969.fq.gz'],West Wine of HSM,CRX637165,Env_0549,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710969/CRR710969.fq.gz'],['7fdd7aea46828f0b04d18c60efe12aa4']
Env_0550,HJ200035-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710970,SAMC1153053,['CRR710970.fq.gz'],West Wine of HSM,CRX637166,Env_0550,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710970/CRR710970.fq.gz'],['fc301efcf16d466b3503f58a8f7e1ea9']
Env_0551,HJ200036-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710971,SAMC1153054,['CRR710971.fq.gz'],West Wine of HSM,CRX637167,Env_0551,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710971/CRR710971.fq.gz'],['2720770de58ceeda3bb1841d11f8173a']
Env_0553,HJ200038-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710972,SAMC1153055,['CRR710972.fq.gz'],West Wine of HSM,CRX637168,Env_0553,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710972/CRR710972.fq.gz'],['ea9e459ff07afea47654c89fd4407cf2']
Env_0554,HJ200039-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710973,SAMC1153056,['CRR710973.fq.gz'],West Wine of HSM,CRX637169,Env_0554,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710973/CRR710973.fq.gz'],['a5ddc88a41350e9bc55861d67678bd41']
Env_0555,HJ200040-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710974,SAMC1153057,['CRR710974.fq.gz'],West Wine of HSM,CRX637170,Env_0555,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710974/CRR710974.fq.gz'],['edda2973a5297991c05409d945c5f649']
Env_0556,HJ200041-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710975,SAMC1153058,['CRR710975.fq.gz'],West Wine of HSM,CRX637171,Env_0556,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710975/CRR710975.fq.gz'],['26f9891aecc0362962183f997f8b2068']
Env_0557,HJ200042-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710976,SAMC1153059,['CRR710976.fq.gz'],West Wine of HSM,CRX637172,Env_0557,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710976/CRR710976.fq.gz'],['e6b6c4c5b99a8f35f7d3566a8b89ea96']
Env_0558,HJ200043-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710977,SAMC1153060,['CRR710977.fq.gz'],West Wine of HSM,CRX637173,Env_0558,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710977/CRR710977.fq.gz'],['29f5a6340a1550abbb3e50a71e513968']
Env_0559,HJ200044-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710978,SAMC1153061,['CRR710978.fq.gz'],West Wine of HSM,CRX637174,Env_0559,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710978/CRR710978.fq.gz'],['0fda89b309033275322ebc91715adb2f']
Env_0560,HJ200045-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710979,SAMC1153062,['CRR710979.fq.gz'],West Wine of HSM,CRX637175,Env_0560,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710979/CRR710979.fq.gz'],['f54e6dd5a8632fb5b9bc2c46d1f1dc17']
Env_0561,HJ200046-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710980,SAMC1153063,['CRR710980.fq.gz'],West Wine of HSM,CRX637176,Env_0561,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710980/CRR710980.fq.gz'],['3abcdd4fd59eaa28d065a0bf9f205d32']
Env_0562,HJ200047-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710981,SAMC1153064,['CRR710981.fq.gz'],West Wine of HSM,CRX637177,Env_0562,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710981/CRR710981.fq.gz'],['572bbb568738e30623ac4a0b3ab9c8fd']
Env_0563,HJ200048-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710982,SAMC1153065,['CRR710982.fq.gz'],West Wine of HSM,CRX637178,Env_0563,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710982/CRR710982.fq.gz'],['928973e900d27aa60bb7b71e30097533']
Env_0564,HJ200049-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710983,SAMC1153066,['CRR710983.fq.gz'],West Wine of HSM,CRX637179,Env_0564,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710983/CRR710983.fq.gz'],['db7e395a869afe900aed6dcb9480fe94']
Env_0565,HJ200050-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710984,SAMC1153067,['CRR710984.fq.gz'],West Wine of HSM,CRX637180,Env_0565,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710984/CRR710984.fq.gz'],['c4ffb5ce35bba8ffab4803c329abbaa1']
Env_0566,HJ200051-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710985,SAMC1153068,['CRR710985.fq.gz'],West Wine of HSM,CRX637181,Env_0566,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710985/CRR710985.fq.gz'],['7fbff026f4b7dff442706f3a9b0fff63']
Env_0567,HJ200052-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710986,SAMC1153069,['CRR710986.fq.gz'],West Wine of HSM,CRX637182,Env_0567,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710986/CRR710986.fq.gz'],['cb574fe0848a44baf235fbe54c94dc9c']
Env_0568,HJ200053-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710987,SAMC1153070,['CRR710987.fq.gz'],West Wine of HSM,CRX637183,Env_0568,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710987/CRR710987.fq.gz'],['809800717381466e4e3def8527279514']
Env_0569,HJ200054-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710988,SAMC1153071,['CRR710988.fq.gz'],West Wine of HSM,CRX637184,Env_0569,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710988/CRR710988.fq.gz'],['14649cdba7a6d799eea8ce011302bf86']
Env_0570,HJ200055-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710989,SAMC1153072,['CRR710989.fq.gz'],West Wine of HSM,CRX637185,Env_0570,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710989/CRR710989.fq.gz'],['a028e38a5033d79c243f1c81a2bcfd6f']
Env_0571,HJ200056-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710990,SAMC1153073,['CRR710990.fq.gz'],West Wine of HSM,CRX637186,Env_0571,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710990/CRR710990.fq.gz'],['0e158cf7441f919a8ed0943ca6227615']
Env_0572,HJ200057-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710991,SAMC1153074,['CRR710991.fq.gz'],West Wine of HSM,CRX637187,Env_0572,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710991/CRR710991.fq.gz'],['13be48ad3abd8316cf9f76a7740f3bd8']
Env_0573,HJ200058-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710992,SAMC1153075,['CRR710992.fq.gz'],West Wine of HSM,CRX637188,Env_0573,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710992/CRR710992.fq.gz'],['3515e06bafba5e67be483b17de6bfdd9']
Env_0574,HJ200059-20200112-1,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,2020-01-12,CRR710993,SAMC1153076,['CRR710993.fq.gz'],West Wine of HSM,CRX637189,Env_0574,DNBSEQ-T7,RNA sequencing of total nucleic acids from environmental swabs for metagenomics,RNA-Seq,METAGENOMIC,RANDOM,FRAGMENT,,,['ftp://download.big.ac.cn/gsa/CRA010170/CRR710993/CRR710993.fq.gz'],['4e3b48a4f65d133e3997eab5f52aad94']
